task,trajectory_id,state_index,robot,object_1,object_2,object_3,object_4,object_5,object_6,object_7,object_8,object_9,object_10,object_11,object_12,object_13,object_14,object_15,object_16,object_17,object_18,object_19,object_20,actions
"navigate to (x=0.83,y=0.11,yaw=-165.3)",7281,1,"(x=-0.61,y=-0.19,yaw=82.8)",,"rect,1,[0.987, 0.386],(x=-1.01,y=-0.02,yaw=-86.6)",,,"rect,0,[0.57, 0.872],(x=0.18,y=-0.93,yaw=87.9)","circle,0,[0.302],(x=0.97,y=-1.33,yaw=-6.1)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.83,y=0.11,yaw=-165.3)}"
"navigate to (x=0.10,y=-0.60,yaw=151.8)",7282,0,"(x=0.92,y=2.03,yaw=-107.2)","circle,0,[0.308],(x=-0.95,y=1.33,yaw=175.2)",,"rect,1,[0.925, 0.403],(x=0.92,y=1.12,yaw=-172.6)","rect,0,[0.56, 0.84],(x=-0.20,y=0.92,yaw=86.0)",,,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:3, goal:(x=1.01,y=-0.01,yaw=-86.2)}"
"navigate to (x=0.10,y=-0.60,yaw=151.8)",7282,1,"(x=0.63,y=0.18,yaw=-109.0)","circle,0,[0.308],(x=-0.95,y=1.33,yaw=175.2)",,"rect,1,[0.925, 0.403],(x=1.01,y=-0.01,yaw=-86.2)","rect,0,[0.56, 0.84],(x=-0.20,y=0.92,yaw=86.0)",,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.10,y=-0.60,yaw=151.8)}"
"navigate to (x=0.19,y=-0.94,yaw=117.2)",7283,0,"(x=0.90,y=2.02,yaw=-74.9)","rect,1,[0.947, 0.419],(x=0.93,y=1.12,yaw=178.8)","circle,0,[0.286],(x=-0.96,y=1.33,yaw=-3.3)",,"rect,0,[0.543, 0.881],(x=-0.20,y=0.94,yaw=94.1)",,,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:1, goal:(x=1.02,y=-0.02,yaw=-94.3)}"
"navigate to (x=0.19,y=-0.94,yaw=117.2)",7283,1,"(x=0.61,y=0.17,yaw=-74.0)","rect,1,[0.947, 0.419],(x=1.02,y=-0.02,yaw=-94.3)","circle,0,[0.286],(x=-0.96,y=1.33,yaw=-3.3)",,"rect,0,[0.543, 0.881],(x=-0.20,y=0.94,yaw=94.1)",,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.19,y=-0.94,yaw=117.2)}"
"navigate to (x=0.69,y=1.19,yaw=81.3)",7284,0,"(x=0.90,y=-2.02,yaw=92.7)","rect,1,[0.915, 0.392],(x=0.90,y=-1.16,yaw=-4.1)","rect,0,[0.541, 0.821],(x=-0.20,y=-0.92,yaw=-93.0)",,,"circle,1,[0.399],(x=-0.79,y=-1.75,yaw=147.2)",,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:1, goal:(x=1.00,y=-0.02,yaw=-91.3)}"
"navigate to (x=0.69,y=1.19,yaw=81.3)",7284,1,"(x=0.61,y=-0.17,yaw=93.7)","rect,1,[0.915, 0.392],(x=1.00,y=-0.02,yaw=-91.3)","rect,0,[0.541, 0.821],(x=-0.20,y=-0.92,yaw=-93.0)",,,"circle,1,[0.399],(x=-0.79,y=-1.75,yaw=147.2)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.69,y=1.19,yaw=81.3)}"
"navigate to (x=0.60,y=1.18,yaw=-133.8)",7285,0,"(x=-0.90,y=-2.03,yaw=110.6)",,"rect,0,[0.565, 0.865],(x=0.20,y=-0.92,yaw=86.2)","circle,0,[0.306],(x=0.97,y=-1.34,yaw=179.0)",,,"rect,1,[0.944, 0.386],(x=-0.91,y=-1.16,yaw=-173.6)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:6, goal:(x=-1.00,y=-0.01,yaw=-86.1)}"
"navigate to (x=0.60,y=1.18,yaw=-133.8)",7285,1,"(x=-0.61,y=-0.18,yaw=111.1)",,"rect,0,[0.565, 0.865],(x=0.20,y=-0.92,yaw=86.2)","circle,0,[0.306],(x=0.97,y=-1.34,yaw=179.0)",,,"rect,1,[0.944, 0.386],(x=-1.00,y=-0.01,yaw=-86.1)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.60,y=1.18,yaw=-133.8)}"
"navigate to (x=0.26,y=0.83,yaw=178.6)",7286,0,"(x=0.94,y=-2.04,yaw=91.7)",,"rect,0,[0.572, 0.872],(x=-0.18,y=-0.91,yaw=85.5)","circle,0,[0.307],(x=-0.95,y=-1.34,yaw=-173.6)",,,"rect,1,[0.981, 0.395],(x=0.90,y=-1.14,yaw=177.7)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:6, goal:(x=0.99,y=0.00,yaw=90.2)}"
"navigate to (x=0.26,y=0.83,yaw=178.6)",7286,1,"(x=0.65,y=-0.18,yaw=90.2)",,"rect,0,[0.572, 0.872],(x=-0.18,y=-0.91,yaw=85.5)","circle,0,[0.307],(x=-0.95,y=-1.34,yaw=-173.6)",,,"rect,1,[0.981, 0.395],(x=0.99,y=0.00,yaw=90.2)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.26,y=0.83,yaw=178.6)}"
"navigate to (x=0.65,y=-0.51,yaw=-11.2)",7287,0,"(x=-0.93,y=2.02,yaw=-109.2)","rect,1,[0.712, 0.375],(x=0.79,y=-1.65,yaw=-75.4)","circle,0,[0.308],(x=0.94,y=1.34,yaw=8.8)","rect,1,[0.915, 0.411],(x=-0.92,y=1.13,yaw=-179.7)",,"rect,0,[0.528, 0.846],(x=0.21,y=0.91,yaw=86.6)","rect,0,[0.789, 0.247],(x=-0.31,y=-1.84,yaw=-157.7)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:3, goal:(x=-1.01,y=-0.01,yaw=93.4)}"
"navigate to (x=0.65,y=-0.51,yaw=-11.2)",7287,1,"(x=-0.64,y=0.16,yaw=-105.8)","rect,1,[0.712, 0.375],(x=0.79,y=-1.65,yaw=-75.4)","circle,0,[0.308],(x=0.94,y=1.34,yaw=8.8)","rect,1,[0.915, 0.411],(x=-1.01,y=-0.01,yaw=93.4)",,"rect,0,[0.528, 0.846],(x=0.21,y=0.91,yaw=86.6)","rect,0,[0.789, 0.247],(x=-0.31,y=-1.84,yaw=-157.7)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.65,y=-0.51,yaw=-11.2)}"
"navigate to (x=0.16,y=1.10,yaw=107.7)",7288,0,"(x=0.92,y=-2.02,yaw=80.1)","rect,0,[0.576, 0.827],(x=-0.18,y=-0.92,yaw=-86.4)","circle,0,[0.299],(x=-0.94,y=-1.35,yaw=8.6)","rect,1,[0.914, 0.419],(x=0.90,y=-1.13,yaw=0.7)",,,,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:3, goal:(x=1.00,y=0.01,yaw=-87.3)}"
"navigate to (x=0.16,y=1.10,yaw=107.7)",7288,1,"(x=0.63,y=-0.17,yaw=76.6)","rect,0,[0.576, 0.827],(x=-0.18,y=-0.92,yaw=-86.4)","circle,0,[0.299],(x=-0.94,y=-1.35,yaw=8.6)","rect,1,[0.914, 0.419],(x=1.00,y=0.01,yaw=-87.3)",,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.16,y=1.10,yaw=107.7)}"
"navigate to (x=0.49,y=0.84,yaw=-176.3)",7289,0,"(x=-0.92,y=-2.05,yaw=101.0)",,"rect,1,[0.923, 0.382],(x=-0.93,y=-1.16,yaw=-179.5)",,"circle,0,[0.294],(x=0.95,y=-1.34,yaw=-2.2)","rect,0,[0.552, 0.834],(x=0.18,y=-0.94,yaw=-89.9)","circle,1,[0.179],(x=-0.31,y=1.92,yaw=173.9)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:2, goal:(x=-1.02,y=-0.01,yaw=-93.2)}"
"navigate to (x=0.49,y=0.84,yaw=-176.3)",7289,1,"(x=-0.60,y=-0.20,yaw=103.9)",,"rect,1,[0.923, 0.382],(x=-1.02,y=-0.01,yaw=-93.2)",,"circle,0,[0.294],(x=0.95,y=-1.34,yaw=-2.2)","rect,0,[0.552, 0.834],(x=0.18,y=-0.94,yaw=-89.9)","circle,1,[0.179],(x=-0.31,y=1.92,yaw=173.9)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.49,y=0.84,yaw=-176.3)}"
"navigate to (x=-0.96,y=-0.79,yaw=110.0)",7290,0,"(x=0.90,y=2.03,yaw=-77.0)","rect,0,[0.559, 0.811],(x=-0.21,y=0.90,yaw=93.2)",,"circle,0,[0.3],(x=-0.96,y=1.32,yaw=171.6)","circle,0,[0.351],(x=-1.15,y=-1.94,yaw=-117.2)","rect,1,[0.929, 0.387],(x=0.89,y=1.15,yaw=179.5)","rect,0,[0.441, 0.314],(x=1.05,y=-2.05,yaw=-116.2)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:5, goal:(x=0.98,y=0.01,yaw=-94.1)}"
"navigate to (x=-0.96,y=-0.79,yaw=110.0)",7290,1,"(x=0.60,y=0.18,yaw=-76.3)","rect,0,[0.559, 0.811],(x=-0.21,y=0.90,yaw=93.2)",,"circle,0,[0.3],(x=-0.96,y=1.32,yaw=171.6)","circle,0,[0.351],(x=-1.15,y=-1.94,yaw=-117.2)","rect,1,[0.929, 0.387],(x=0.98,y=0.01,yaw=-94.1)","rect,0,[0.441, 0.314],(x=1.05,y=-2.05,yaw=-116.2)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.96,y=-0.79,yaw=110.0)}"
"navigate to (x=0.65,y=0.96,yaw=40.5)",7291,0,"(x=0.94,y=-2.03,yaw=104.3)",,,,"rect,0,[0.546, 0.815],(x=-0.20,y=-0.92,yaw=88.4)","circle,0,[0.314],(x=-0.96,y=-1.34,yaw=9.5)","rect,1,[0.925, 0.387],(x=0.91,y=-1.14,yaw=177.9)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:6, goal:(x=1.00,y=0.00,yaw=90.6)}"
"navigate to (x=0.65,y=0.96,yaw=40.5)",7291,1,"(x=0.63,y=-0.20,yaw=102.2)",,,,"rect,0,[0.546, 0.815],(x=-0.20,y=-0.92,yaw=88.4)","circle,0,[0.314],(x=-0.96,y=-1.34,yaw=9.5)","rect,1,[0.925, 0.387],(x=1.00,y=0.00,yaw=90.6)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.65,y=0.96,yaw=40.5)}"
"navigate to (x=0.96,y=-0.03,yaw=-7.7)",7292,0,"(x=-0.90,y=-2.02,yaw=108.0)","rect,1,[0.92, 0.402],(x=-0.90,y=-1.13,yaw=178.8)","rect,0,[0.527, 0.884],(x=0.20,y=-0.91,yaw=-88.7)",,,"circle,0,[0.303],(x=0.97,y=-1.33,yaw=173.1)",,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:1, goal:(x=-0.99,y=0.01,yaw=-94.5)}"
"navigate to (x=0.96,y=-0.03,yaw=-7.7)",7292,1,"(x=-0.60,y=-0.17,yaw=109.6)","rect,1,[0.92, 0.402],(x=-0.99,y=0.01,yaw=-94.5)","rect,0,[0.527, 0.884],(x=0.20,y=-0.91,yaw=-88.7)",,,"circle,0,[0.303],(x=0.97,y=-1.33,yaw=173.1)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.96,y=-0.03,yaw=-7.7)}"
"navigate to (x=-0.69,y=-0.95,yaw=16.2)",7293,0,"(x=0.94,y=2.04,yaw=-100.8)","rect,0,[0.492, 0.557],(x=0.40,y=-1.03,yaw=129.3)",,"rect,1,[0.329, 0.217],(x=0.43,y=-0.45,yaw=-59.1)","rect,1,[0.984, 0.409],(x=0.91,y=1.15,yaw=179.9)","circle,0,[0.3],(x=-0.95,y=1.33,yaw=178.1)","rect,0,[0.576, 0.823],(x=-0.17,y=0.91,yaw=-92.7)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:4, goal:(x=1.00,y=0.01,yaw=-92.2)}"
"navigate to (x=-0.69,y=-0.95,yaw=16.2)",7293,1,"(x=0.63,y=0.20,yaw=-105.0)","rect,0,[0.492, 0.557],(x=0.40,y=-1.03,yaw=129.3)",,"rect,1,[0.329, 0.217],(x=0.43,y=-0.45,yaw=-59.1)","rect,1,[0.984, 0.409],(x=1.00,y=0.01,yaw=-92.2)","circle,0,[0.3],(x=-0.95,y=1.33,yaw=178.1)","rect,0,[0.576, 0.823],(x=-0.17,y=0.91,yaw=-92.7)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.69,y=-0.95,yaw=16.2)}"
"navigate to (x=0.06,y=-0.88,yaw=-164.8)",7294,0,"(x=0.91,y=2.01,yaw=-82.3)","rect,1,[0.989, 0.39],(x=0.90,y=1.14,yaw=3.4)",,,"circle,0,[0.286],(x=-0.94,y=1.34,yaw=-3.3)",,"rect,0,[0.527, 0.846],(x=-0.19,y=0.93,yaw=94.3)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:1, goal:(x=0.98,y=0.00,yaw=90.8)}"
"navigate to (x=0.06,y=-0.88,yaw=-164.8)",7294,1,"(x=0.62,y=0.16,yaw=-82.0)","rect,1,[0.989, 0.39],(x=0.98,y=0.00,yaw=90.8)",,,"circle,0,[0.286],(x=-0.94,y=1.34,yaw=-3.3)",,"rect,0,[0.527, 0.846],(x=-0.19,y=0.93,yaw=94.3)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.06,y=-0.88,yaw=-164.8)}"
"navigate to (x=0.87,y=1.02,yaw=14.6)",7295,0,"(x=-0.91,y=-2.04,yaw=76.4)",,,,"circle,0,[0.317],(x=0.79,y=-1.00,yaw=-79.0)",,"rect,1,[0.926, 0.405],(x=-0.92,y=-1.13,yaw=5.0)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.87,y=1.02,yaw=14.6)}"
"navigate to (x=-0.02,y=-0.95,yaw=-72.8)",7296,0,"(x=0.92,y=2.02,yaw=-108.0)",,"rect,0,[0.478, 0.435],(x=-0.98,y=-1.11,yaw=125.9)","circle,0,[0.285],(x=-0.98,y=1.35,yaw=-4.8)",,"rect,0,[0.543, 0.876],(x=-0.18,y=0.92,yaw=91.9)","rect,1,[0.978, 0.411],(x=0.92,y=1.15,yaw=-174.0)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:6, goal:(x=1.02,y=0.01,yaw=-87.1)}"
"navigate to (x=-0.02,y=-0.95,yaw=-72.8)",7296,1,"(x=0.62,y=0.16,yaw=-109.0)",,"rect,0,[0.478, 0.435],(x=-0.98,y=-1.11,yaw=125.9)","circle,0,[0.285],(x=-0.98,y=1.35,yaw=-4.8)",,"rect,0,[0.543, 0.876],(x=-0.18,y=0.92,yaw=91.9)","rect,1,[0.978, 0.411],(x=1.02,y=0.01,yaw=-87.1)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.02,y=-0.95,yaw=-72.8)}"
"navigate to (x=0.56,y=1.06,yaw=-93.9)",7297,0,"(x=0.90,y=-2.02,yaw=93.9)",,,,"rect,1,[0.954, 0.405],(x=0.90,y=-1.15,yaw=-1.8)",,"rect,0,[0.526, 0.869],(x=-0.18,y=-0.91,yaw=85.7)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.56,y=1.06,yaw=-93.9)}"
"navigate to (x=0.66,y=0.37,yaw=-21.0)",7298,0,"(x=-0.94,y=-2.03,yaw=112.0)","rect,0,[0.546, 0.867],(x=0.19,y=-0.93,yaw=86.7)",,,"rect,1,[0.946, 0.392],(x=-0.92,y=-1.14,yaw=-173.5)","circle,0,[0.302],(x=0.97,y=-1.33,yaw=178.1)",,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:4, goal:(x=-1.01,y=0.00,yaw=-86.3)}"
"navigate to (x=0.66,y=0.37,yaw=-21.0)",7298,1,"(x=-0.64,y=-0.17,yaw=109.1)","rect,0,[0.546, 0.867],(x=0.19,y=-0.93,yaw=86.7)",,,"rect,1,[0.946, 0.392],(x=-1.01,y=0.00,yaw=-86.3)","circle,0,[0.302],(x=0.97,y=-1.33,yaw=178.1)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.66,y=0.37,yaw=-21.0)}"
"navigate to (x=-0.37,y=-1.10,yaw=-12.3)",7299,0,"(x=-0.92,y=2.02,yaw=-86.6)","rect,0,[0.539, 0.888],(x=0.19,y=0.92,yaw=-92.2)","rect,1,[0.918, 0.41],(x=-0.92,y=1.15,yaw=176.4)",,,"circle,0,[0.303],(x=0.95,y=1.31,yaw=2.1)","circle,0,[0.227],(x=0.54,y=-1.41,yaw=-124.6)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:2, goal:(x=-1.01,y=0.01,yaw=89.4)}"
"navigate to (x=-0.37,y=-1.10,yaw=-12.3)",7299,1,"(x=-0.63,y=0.16,yaw=-90.5)","rect,0,[0.539, 0.888],(x=0.19,y=0.92,yaw=-92.2)","rect,1,[0.918, 0.41],(x=-1.01,y=0.01,yaw=89.4)",,,"circle,0,[0.303],(x=0.95,y=1.31,yaw=2.1)","circle,0,[0.227],(x=0.54,y=-1.41,yaw=-124.6)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.37,y=-1.10,yaw=-12.3)}"
"navigate to (x=-0.01,y=-0.81,yaw=158.0)",7300,0,"(x=0.93,y=2.03,yaw=-80.1)","rect,0,[0.536, 0.689],(x=-0.74,y=-1.59,yaw=129.3)",,"circle,0,[0.31],(x=-0.96,y=1.34,yaw=-7.4)","rect,0,[0.564, 0.832],(x=-0.19,y=0.91,yaw=-88.2)","circle,1,[0.277],(x=1.19,y=-0.75,yaw=-58.9)","rect,1,[0.962, 0.404],(x=0.91,y=1.15,yaw=5.9)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:6, goal:(x=0.99,y=0.01,yaw=93.2)}"
"navigate to (x=-0.01,y=-0.81,yaw=158.0)",7300,1,"(x=0.64,y=0.18,yaw=-81.5)","rect,0,[0.536, 0.689],(x=-0.74,y=-1.59,yaw=129.3)",,"circle,0,[0.31],(x=-0.96,y=1.34,yaw=-7.4)","rect,0,[0.564, 0.832],(x=-0.19,y=0.91,yaw=-88.2)","circle,1,[0.277],(x=1.19,y=-0.75,yaw=-58.9)","rect,1,[0.962, 0.404],(x=0.99,y=0.01,yaw=93.2)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.01,y=-0.81,yaw=158.0)}"
"navigate to (x=0.09,y=-0.84,yaw=12.5)",7301,0,"(x=0.93,y=2.01,yaw=-71.3)","rect,0,[0.536, 0.811],(x=-0.18,y=0.91,yaw=-88.0)","circle,0,[0.203],(x=-0.52,y=-1.25,yaw=-137.9)","circle,1,[0.367],(x=0.79,y=-2.07,yaw=110.4)","circle,0,[0.29],(x=-0.97,y=1.33,yaw=-7.8)","rect,1,[0.936, 0.401],(x=0.92,y=1.13,yaw=178.3)",,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:5, goal:(x=1.01,y=-0.01,yaw=-95.5)}"
"navigate to (x=0.09,y=-0.84,yaw=12.5)",7301,1,"(x=0.62,y=0.17,yaw=-74.2)","rect,0,[0.536, 0.811],(x=-0.18,y=0.91,yaw=-88.0)","circle,0,[0.203],(x=-0.52,y=-1.25,yaw=-137.9)","circle,1,[0.367],(x=0.79,y=-2.07,yaw=110.4)","circle,0,[0.29],(x=-0.97,y=1.33,yaw=-7.8)","rect,1,[0.936, 0.401],(x=1.01,y=-0.01,yaw=-95.5)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.09,y=-0.84,yaw=12.5)}"
"navigate to (x=0.74,y=1.05,yaw=-131.5)",7302,0,"(x=0.93,y=-2.04,yaw=73.3)","circle,0,[0.303],(x=-0.98,y=-1.31,yaw=-170.8)",,,"rect,1,[0.923, 0.406],(x=0.92,y=-1.13,yaw=-5.8)",,"rect,0,[0.534, 0.885],(x=-0.21,y=-0.92,yaw=-93.4)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:4, goal:(x=1.01,y=0.01,yaw=-93.6)}"
"navigate to (x=0.74,y=1.05,yaw=-131.5)",7302,1,"(x=0.63,y=-0.19,yaw=71.3)","circle,0,[0.303],(x=-0.98,y=-1.31,yaw=-170.8)",,,"rect,1,[0.923, 0.406],(x=1.01,y=0.01,yaw=-93.6)",,"rect,0,[0.534, 0.885],(x=-0.21,y=-0.92,yaw=-93.4)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.74,y=1.05,yaw=-131.5)}"
"navigate to (x=-0.23,y=-0.80,yaw=-105.9)",7303,0,"(x=0.91,y=2.05,yaw=-84.1)","rect,1,[0.682, 0.582],(x=0.94,y=-0.90,yaw=136.7)","rect,1,[0.913, 0.394],(x=0.90,y=1.16,yaw=-178.5)",,"circle,0,[0.298],(x=-0.98,y=1.32,yaw=-6.9)","rect,1,[0.343, 0.239],(x=-1.04,y=-0.89,yaw=55.9)","rect,0,[0.541, 0.874],(x=-0.20,y=0.91,yaw=91.2)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:2, goal:(x=0.99,y=0.02,yaw=-91.9)}"
"navigate to (x=-0.23,y=-0.80,yaw=-105.9)",7303,1,"(x=0.62,y=0.19,yaw=-82.5)","rect,1,[0.682, 0.582],(x=0.94,y=-0.90,yaw=136.7)","rect,1,[0.913, 0.394],(x=0.99,y=0.02,yaw=-91.9)",,"circle,0,[0.298],(x=-0.98,y=1.32,yaw=-6.9)","rect,1,[0.343, 0.239],(x=-1.04,y=-0.89,yaw=55.9)","rect,0,[0.541, 0.874],(x=-0.20,y=0.91,yaw=91.2)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.23,y=-0.80,yaw=-105.9)}"
"navigate to (x=0.67,y=-0.73,yaw=-18.5)",7304,0,"(x=-0.92,y=2.04,yaw=-85.4)",,"rect,0,[0.542, 0.814],(x=0.18,y=0.91,yaw=-86.2)",,"circle,0,[0.299],(x=0.94,y=1.33,yaw=-171.7)","rect,1,[0.995, 0.381],(x=-0.91,y=1.15,yaw=-6.9)",,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:5, goal:(x=-1.00,y=0.01,yaw=-93.4)}"
"navigate to (x=0.67,y=-0.73,yaw=-18.5)",7304,1,"(x=-0.62,y=0.20,yaw=-85.1)",,"rect,0,[0.542, 0.814],(x=0.18,y=0.91,yaw=-86.2)",,"circle,0,[0.299],(x=0.94,y=1.33,yaw=-171.7)","rect,1,[0.995, 0.381],(x=-1.00,y=0.01,yaw=-93.4)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.67,y=-0.73,yaw=-18.5)}"
"navigate to (x=0.87,y=-0.09,yaw=56.1)",7305,0,"(x=-0.92,y=-2.01,yaw=109.2)","rect,1,[0.961, 0.419],(x=-0.92,y=-1.15,yaw=1.7)","circle,0,[0.308],(x=0.96,y=-1.32,yaw=-0.1)","rect,0,[0.551, 0.855],(x=0.17,y=-0.92,yaw=95.0)",,,,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:1, goal:(x=-1.01,y=-0.01,yaw=88.7)}"
"navigate to (x=0.87,y=-0.09,yaw=56.1)",7305,1,"(x=-0.61,y=-0.16,yaw=106.8)","rect,1,[0.961, 0.419],(x=-1.01,y=-0.01,yaw=88.7)","circle,0,[0.308],(x=0.96,y=-1.32,yaw=-0.1)","rect,0,[0.551, 0.855],(x=0.17,y=-0.92,yaw=95.0)",,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.87,y=-0.09,yaw=56.1)}"
"navigate to (x=0.48,y=-1.08,yaw=-36.8)",7306,0,"(x=0.90,y=2.03,yaw=-92.8)","circle,1,[0.154],(x=-0.76,y=-0.74,yaw=-131.0)","circle,0,[0.29],(x=-0.95,y=1.33,yaw=-5.1)","rect,0,[0.568, 0.809],(x=-0.20,y=0.90,yaw=88.4)",,"rect,1,[0.991, 0.41],(x=0.90,y=1.14,yaw=6.3)","rect,0,[0.822, 0.405],(x=-0.96,y=-1.38,yaw=173.9)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:5, goal:(x=0.99,y=-0.00,yaw=92.8)}"
"navigate to (x=0.48,y=-1.08,yaw=-36.8)",7306,1,"(x=0.60,y=0.18,yaw=-96.1)","circle,1,[0.154],(x=-0.76,y=-0.74,yaw=-131.0)","circle,0,[0.29],(x=-0.95,y=1.33,yaw=-5.1)","rect,0,[0.568, 0.809],(x=-0.20,y=0.90,yaw=88.4)",,"rect,1,[0.991, 0.41],(x=0.99,y=-0.00,yaw=92.8)","rect,0,[0.822, 0.405],(x=-0.96,y=-1.38,yaw=173.9)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.48,y=-1.08,yaw=-36.8)}"
"navigate to (x=0.74,y=0.80,yaw=-13.2)",7307,0,"(x=-0.91,y=-2.05,yaw=107.1)","circle,0,[0.206],(x=0.36,y=-0.40,yaw=16.5)","rect,1,[0.958, 0.387],(x=-0.91,y=-1.14,yaw=-174.9)",,"circle,0,[0.296],(x=0.96,y=-1.35,yaw=180.0)","rect,0,[0.526, 0.81],(x=0.20,y=-0.91,yaw=91.0)","rect,0,[0.475, 0.654],(x=0.67,y=-2.03,yaw=29.1)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:2, goal:(x=-1.00,y=0.00,yaw=-87.5)}"
"navigate to (x=0.74,y=0.80,yaw=-13.2)",7307,1,"(x=-0.60,y=-0.19,yaw=103.7)","circle,0,[0.206],(x=0.36,y=-0.40,yaw=16.5)","rect,1,[0.958, 0.387],(x=-1.00,y=0.00,yaw=-87.5)",,"circle,0,[0.296],(x=0.96,y=-1.35,yaw=180.0)","rect,0,[0.526, 0.81],(x=0.20,y=-0.91,yaw=91.0)","rect,0,[0.475, 0.654],(x=0.67,y=-2.03,yaw=29.1)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.74,y=0.80,yaw=-13.2)}"
"navigate to (x=0.58,y=0.60,yaw=-6.4)",7308,0,"(x=-0.91,y=-2.04,yaw=95.0)",,,"rect,0,[0.674, 0.249],(x=0.78,y=-1.65,yaw=5.2)",,"rect,0,[0.527, 0.856],(x=0.20,y=-0.92,yaw=87.8)","rect,1,[0.97, 0.415],(x=-0.91,y=-1.14,yaw=-179.8)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:6, goal:(x=-1.00,y=0.00,yaw=-92.1)}"
"navigate to (x=0.58,y=0.60,yaw=-6.4)",7308,1,"(x=-0.61,y=-0.20,yaw=98.8)",,,"rect,0,[0.674, 0.249],(x=0.78,y=-1.65,yaw=5.2)",,"rect,0,[0.527, 0.856],(x=0.20,y=-0.92,yaw=87.8)","rect,1,[0.97, 0.415],(x=-1.00,y=0.00,yaw=-92.1)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.58,y=0.60,yaw=-6.4)}"
"navigate to (x=-0.67,y=-1.12,yaw=175.5)",7309,0,"(x=0.91,y=2.04,yaw=-104.9)",,,"circle,0,[0.292],(x=-0.94,y=1.32,yaw=-3.7)","rect,1,[0.926, 0.395],(x=0.90,y=1.15,yaw=-176.4)",,"rect,0,[0.541, 0.883],(x=-0.19,y=0.93,yaw=89.8)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:4, goal:(x=0.99,y=0.01,yaw=-89.5)}"
